z_m,m_chi_GeV,stem,def_raw,def_L,def_S,def_occ,def_comb,ora_raw,ora_L,ora_S,ora_occ,ora_comb,shift_raw,shift_L,shift_S,shift_occ,shift_comb
1.04,0.5,eval_signal_neg_20_0.5GeV,0.05871464119714172,0.0009486832980505139,0.05525710656636806,0.0008660254037844387,0.02311408379246769,0.060191739088893706,0.0009486832980505139,0.056701736803397296,0.0008660254037844387,0.024558714029496918,0.0014770978917519884,0.0,0.0014446302370292388,0.0,0.0014446302370292284
1.08,0.5,eval_signal_neg_16_0.5GeV,1.1484436108371745,0.05850213671311502,0.9577898471503797,0.05022947341949744,0.33009800916117915,1.1495514342559885,0.05850213671311502,0.9588733198281517,0.05022947341949744,0.3315426393982084,0.0011078234188139913,0.0,0.0010834726777719794,0.0,0.0014446302370292319
1.16,0.5,eval_signal_neg_8_0.5GeV,1.444601738133449,7.016777900147617,0.7494019354589133,8.486182931683713,8.12748971352645,1.447186659444015,7.016145444615584,0.7504854081366852,8.487048957087499,8.128573186204221,0.0025849213105659796,-0.0006324555320329495,0.0010834726777718684,0.0008660254037859971,0.0010834726777719794
1.24,0.5,eval_signal_zero_0.5GeV,1.0812356567624588,23.231672830427,0.4268882350421376,39.65876734090458,26.503547486097517,1.1912794496979822,23.200682509357353,0.47708913577890333,39.747101932090594,26.518716103586325,0.11004379293552335,-0.030990321069648274,0.05020090073676575,0.08833459118601183,0.015168617488807712
0.33,0.05,eval_signal_neg_91_0.05GeV,0.007016214985821966,0.0037947331922020557,0.006500836066631537,0.007794228634059948,0.0072231511851461525,0.007385489458759964,0.0037947331922020557,0.006500836066631537,0.007794228634059948,0.0072231511851461525,0.00036927447293799796,0.0,0.0,0.0,0.0
0.66,0.05,eval_signal_neg_58_0.05GeV,0.005539117094069973,0.004743416490252569,0.0054173633888596135,0.008660254037844387,0.0068619936258888445,0.006646940512883968,0.004743416490252569,0.006139678507374229,0.008660254037844387,0.0072231511851461525,0.0011078234188139956,0.0,0.0007223151185146159,0.0,0.00036115755925730797
1.0,0.05,eval_signal_neg_24_0.05GeV,0.005908391567007972,0.0028460498941515417,0.005778520948116922,0.0069282032302755096,0.0072231511851461525,0.0062776660399459705,0.0028460498941515417,0.006139678507374229,0.0069282032302755096,0.007945466303660767,0.0003692744729379988,0.0,0.0003611575592573071,0.0,0.0007223151185146142
1.04,0.05,eval_signal_neg_20_0.05GeV,0.054652621994823736,0.00158113883008419,0.05272900365156691,0.0017320508075688774,0.02419755647023961,0.055760445413637734,0.00158113883008419,0.05381247632933883,0.0017320508075688774,0.02564218670726884,0.0011078234188139982,0.0,0.001083472677771924,0.0,0.0014446302370292319
1.08,0.05,eval_signal_neg_16_0.05GeV,1.018828270835937,0.0632455532033676,0.855943415439819,0.05802370205355739,0.31565170679088683,1.018828270835937,0.0632455532033676,0.855943415439819,0.05802370205355739,0.3160128643501442,0.0,0.0,0.0,0.0,0.0003611575592573635
1.16,0.05,eval_signal_neg_8_0.05GeV,1.273996931636094,7.00950466152923,0.6851158899111125,8.322504130368456,8.116654986748731,1.276951127419598,7.00950466152923,0.6865605201481417,8.32337015577224,8.118099616985761,0.0029541957835039767,0.0,0.0014446302370292319,0.0008660254037842208,0.001444630237029898
1.24,0.05,eval_signal_zero_0.05GeV,0.9276174760202516,23.306302583206975,0.35790714122399186,39.84409677731445,26.588780670082244,0.9959332535137813,23.273098667775205,0.39185595179417876,39.93156534309668,26.597809609063674,0.06831577749352968,-0.033203915431769815,0.033948810570186894,0.08746856578223117,0.009028938981430201
0.33,0.005,eval_signal_neg_91_low,0.005169842621131975,0.004427188724235731,0.004695048270344998,0.009526279441628824,0.0075843087444034596,0.006646940512883968,0.004427188724235731,0.006139678507374229,0.009526279441628824,0.008306623862918075,0.0014770978917519936,0.0,0.001444630237029231,0.0,0.0007223151185146151
0.66,0.005,eval_signal_neg_58_low,0.00812403840463596,0.002529822128134704,0.0075843087444034596,0.002598076211353316,0.0068619936258888445,0.008862587350511958,0.002529822128134704,0.008306623862918075,0.002598076211353316,0.0072231511851461525,0.0007385489458759976,0.0,0.0007223151185146151,0.0,0.00036115755925730797
1.0,0.005,eval_signal_neg_24_low,0.01033968524226395,0.004427188724235731,0.009390096540689997,0.010392304845413263,0.009390096540689997,0.010708959715201949,0.004427188724235731,0.010112411659204611,0.010392304845413263,0.010112411659204611,0.0003692744729379988,0.0,0.0007223151185146142,0.0,0.0007223151185146142
1.04,0.005,eval_signal_neg_20_low,0.05354479857600974,0.000632455532033676,0.0520066885330523,0.0,0.024919871588754222,0.054652621994823736,0.000632455532033676,0.053451318770081524,0.0,0.026364501825783454,0.0011078234188139982,0.0,0.001444630237029225,0.0,0.0014446302370292319
1.08,0.005,eval_signal_neg_16_low,1.021782466619441,0.04901530373260988,0.8519706822879887,0.038105117766515297,0.30662276780945413,1.022151741092379,0.04901530373260988,0.8523318398472459,0.038105117766515297,0.3069839253687115,0.0003692744729379971,0.0,0.00036115755925725246,0.0,0.0003611575592573635
1.16,0.005,eval_signal_neg_8_low,1.277320401892536,7.0332217439804925,0.6815043143185395,8.480986779261007,8.12351698037462,1.278058950838412,7.032273060682442,0.682226629437054,8.483584855472362,8.124600453052391,0.0007385489458759942,-0.0009486832980503124,0.0007223151185145049,0.0025980762113544387,0.0010834726777719794
1.24,0.005,eval_signal_zero_low,0.9409113570460195,23.279423223095545,0.37452038894982803,39.60074363885102,26.57577899794898,1.0132891537418671,23.24969781308996,0.41280309023110257,39.685614128421896,26.593475718352586,0.07237779669584765,-0.02972541000558593,0.038282701281274534,0.08487048957087495,0.017696720403606037
